SystemCodeNumber,VehicleType,Day,Time,AvgTrafficConditionNearby,AvgQueueLength,AvgOccupancy,Utilization,QueuePressure,QueueLengthNorm,price
0,0,5,11:30:00,1,6,262,0.4547,0.0180645760994068,0.42857142857142855,12.67
0,0,5,12:30:00,2,8,340,0.5893,0.0337552742616033,0.5714285714285714,13.7
0,0,5,13:30:00,2,7,380,0.6586,0.0355329949238578,0.5,13.88
0,0,5,14:00:00,1,4,383,0.6638,0.0206185567010309,0.2857142857142857,13.53
0,0,5,14:30:00,1,4,346,0.5997,0.0173160173160173,0.2857142857142857,13.3
0,0,5,16:00:00,1,3,434,0.753,0.0213749999999999,0.21428571428571427,13.78
0,0,5,16:30:00,0,2,340,0.5893,0.0084388185654008,0.14285714285714285,12.97
0,0,6,08:00:00,0,2,35,0.0607,0.003690036900369,0.14285714285714285,10.85
0,0,6,09:00:00,0,2,15,0.026,0.0026892619575546,0.14285714285714285,10.73
0,0,6,09:30:00,0,2,43,0.0745,0.0037453183520599,0.14285714285714285,10.9
0,0,6,10:00:00,0,2,28,0.0494,0.0037082509832105,0.14285714285714285,10.81
0,0,6,10:30:00,1,4,51,0.089,0.0076360210676986,0.2857142857142857,11.23
0,0,6,11:00:00,1,6,82,0.1421,0.0111453262325611,0.42857142857142855,11.56
0,0,6,11:30:00,1,6,107,0.1854,0.0127659574468085,0.42857142857142855,11.71
0,0,6,12:00:00,1,7,138,0.2397,0.0159967611946831,0.5,12.23
0,0,6,12:30:00,2,9,144,0.2496,0.0207852193995381,0.6428571428571429,12.54
0,0,6,14:00:00,2,6,212,0.3674,0.0177953441584277,0.42857142857142855,12.75
0,0,6,15:00:00,0,3,290,0.5026,0.0104529616724738,0.21428571428571427,12.74
0,0,6,15:30:00,0,4,276,0.4783,0.0132890365448504,0.2857142857142857,12.73
0,0,6,16:00:00,0,3,173,0.2998,0.0074257425742574,0.21428571428571427,12.02
0,0,6,16:30:00,0,2,180,0.312,0.0050377833753148,0.14285714285714285,11.99
0,1,0,08:00:00,0,1,38,0.0664,0.0024912989183534,0.07142857142857142,10.42
0,1,0,08:30:00,0,1,38,0.0659,0.0018561339663982,0.07142857142857142,10.42
0,1,0,09:30:00,0,2,59,0.1028,0.0032275270753922,0.14285714285714285,10.62
0,1,0,10:00:00,0,3,74,0.1288,0.0052768404132611,0.21428571428571427,10.78
0,1,0,10:30:00,1,4,108,0.1866,0.0078514034937402,0.2857142857142857,11.19
0,1,0,11:30:00,1,4,157,0.2721,0.0095238095238095,0.2857142857142857,11.5
0,1,0,12:00:00,2,7,159,0.2761,0.0159431877253659,0.5,12.11
0,1,0,12:30:00,2,8,203,0.3518,0.0212994811572047,0.5714285714285714,12.45
0,1,0,13:00:00,2,6,194,0.3354,0.0157449603809993,0.42857142857142855,12.25
0,1,0,13:30:00,2,6,174,0.3007,0.01555947164493,0.42857142857142855,12.13
0,1,0,14:00:00,2,4,186,0.3232,0.011515962330474,0.2857142857142857,12.06
0,1,0,14:30:00,1,3,138,0.2383,0.0068380545384766,0.21428571428571427,11.55
0,1,0,15:00:00,1,3,154,0.2675,0.0070373836254054,0.21428571428571427,11.66
0,1,0,15:30:00,0,2,128,0.2223,0.003903073336606,0.14285714285714285,11.29
0,1,0,16:00:00,0,2,131,0.227,0.0044843049327354,0.14285714285714285,11.31
0,1,0,16:30:00,0,2,129,0.2236,0.0045118536870304,0.14285714285714285,11.3
0,1,1,08:00:00,0,1,45,0.0784,0.0023634461165202,0.07142857142857142,10.46
0,1,1,08:30:00,0,0,16,0.0269,0.0008976660682226,0.0,10.21
0,1,1,09:30:00,0,2,83,0.1444,0.0034014683016112,0.14285714285714285,10.77
0,1,1,10:00:00,0,2,121,0.2091,0.0043989031532172,0.14285714285714285,11.0
0,1,1,10:30:00,0,2,132,0.2288,0.0044943820224719,0.14285714285714285,11.07
0,1,1,11:00:00,1,4,188,0.3254,0.0116321111938476,0.2857142857142857,11.69
0,1,1,11:30:00,1,5,214,0.3703,0.0129366050968838,0.35714285714285715,11.92
0,1,1,12:00:00,2,7,258,0.448,0.0225087108013937,0.5,12.73
0,1,1,12:30:00,2,8,253,0.4385,0.023247493010963,0.5714285714285714,12.76
0,1,1,13:00:00,2,6,282,0.4896,0.0203666832586693,0.42857142857142855,12.8
0,1,1,13:30:00,2,7,237,0.4107,0.0205882352941176,0.5,12.59
0,1,1,14:00:00,1,4,209,0.3627,0.0109913442073149,0.2857142857142857,12.07
0,1,1,14:30:00,1,4,290,0.5035,0.0135890869178905,0.2857142857142857,12.57
0,1,1,15:00:00,1,3,170,0.2946,0.0068593676293431,0.21428571428571427,11.75
0,1,1,15:30:00,0,2,184,0.3192,0.0057226917963155,0.14285714285714285,11.64
0,1,1,16:00:00,0,2,140,0.2429,0.003790141139248,0.14285714285714285,11.36
0,1,1,16:30:00,0,2,118,0.2045,0.004357629411625,0.14285714285714285,11.23
0,1,2,08:00:00,0,1,52,0.0907,0.0019060198959289,0.07142857142857142,10.51
0,1,2,08:30:00,0,0,26,0.0459,0.000912408759124,0.0,10.28
0,1,2,09:00:00,0,1,64,0.1109,0.0019493177387914,0.07142857142857142,10.58
0,1,2,09:30:00,0,1,61,0.1051,0.0026034975284533,0.07142857142857142,10.56
0,1,2,10:00:00,0,2,72,0.1248,0.0039603960396039,0.14285714285714285,10.7
0,1,2,10:30:00,0,2,118,0.2054,0.0054381958321438,0.14285714285714285,10.99
0,1,2,11:00:00,1,4,138,0.2383,0.0091064491064491,0.2857142857142857,11.38
0,1,2,11:30:00,1,4,157,0.2721,0.0095257535551473,0.2857142857142857,11.5
0,1,2,12:00:00,1,5,165,0.2864,0.0121279642519375,0.35714285714285715,11.87
0,1,2,12:30:00,2,7,205,0.3553,0.0188172043010752,0.5,12.39
0,1,2,13:00:00,2,6,180,0.3128,0.0165262351589429,0.42857142857142855,12.17
0,1,2,13:30:00,2,6,173,0.3004,0.0148855310101922,0.42857142857142855,12.12
0,1,2,14:00:00,1,4,183,0.3176,0.0095002071465832,0.2857142857142857,11.91
0,1,2,14:30:00,1,4,159,0.2756,0.0095693779904306,0.2857142857142857,11.76
0,1,2,15:30:00,0,2,128,0.221,0.0055680940785175,0.14285714285714285,11.29
0,1,2,16:00:00,0,2,136,0.2366,0.0045917021966362,0.14285714285714285,11.34
0,1,2,16:30:00,0,1,108,0.188,0.0021347659275865,0.07142857142857142,11.1
0,1,3,08:00:00,0,1,26,0.0459,0.0018170125494308,0.07142857142857142,10.35
0,1,3,08:30:00,0,1,22,0.0381,0.0018018018018018,0.07142857142857142,10.32
0,1,3,09:00:00,0,2,39,0.0676,0.0028122029210958,0.14285714285714285,10.5
0,1,3,09:30:00,0,2,81,0.1404,0.0040322580645161,0.14285714285714285,10.75
0,1,3,10:00:00,0,2,105,0.1815,0.0052804763729574,0.14285714285714285,10.9
0,1,3,10:30:00,2,4,120,0.2088,0.0076758806027449,0.2857142857142857,11.4
0,1,3,11:00:00,2,4,156,0.2712,0.0094933487172526,0.2857142857142857,11.62
0,1,3,12:00:00,2,6,203,0.3524,0.0169624169093849,0.42857142857142855,12.31
0,1,3,12:30:00,2,7,210,0.3631,0.0190960108080823,0.5,12.42
0,1,3,13:30:00,2,7,208,0.3605,0.018970189701897,0.5,12.41
0,1,3,14:00:00,1,4,204,0.3527,0.0107933023415977,0.2857142857142857,12.03
0,1,3,14:30:00,1,4,178,0.3085,0.0087890134191084,0.2857142857142857,11.87
0,1,3,15:00:00,1,3,199,0.3455,0.0080817293647156,0.21428571428571427,11.93
0,1,3,15:30:00,0,2,153,0.2647,0.0053040905635245,0.14285714285714285,11.44
0,1,3,16:00:00,0,2,141,0.2444,0.0034568031148058,0.14285714285714285,11.37
0,1,3,16:30:00,0,2,130,0.2253,0.0044742729306487,0.14285714285714285,11.3
0,1,4,08:00:00,0,1,33,0.0572,0.0018396339669474,0.07142857142857142,10.39
0,1,4,08:30:00,0,1,46,0.0806,0.0018856188241984,0.07142857142857142,10.47
0,1,4,09:00:00,0,1,71,0.1231,0.0019762845849802,0.07142857142857142,10.62
0,1,4,09:30:00,0,2,99,0.1716,0.00418410041841,0.14285714285714285,10.86
0,1,4,10:00:00,0,2,128,0.2218,0.0044543429844097,0.14285714285714285,11.04
0,1,4,10:30:00,1,4,144,0.2487,0.0081176094598913,0.2857142857142857,11.41
0,1,4,11:00:00,2,6,154,0.2669,0.0141843971631205,0.42857142857142855,11.75
0,1,4,11:30:00,1,4,199,0.3449,0.0105820105820105,0.2857142857142857,11.75
0,1,4,12:00:00,2,6,321,0.5563,0.0282410764644267,0.42857142857142855,13.06
0,1,4,12:30:00,2,6,205,0.3553,0.0169922972255463,0.42857142857142855,12.32
0,1,4,13:00:00,2,7,240,0.4155,0.0227794564527149,0.5,12.61
0,1,4,14:00:00,1,4,224,0.3876,0.0119108921948436,0.2857142857142857,12.16
0,1,4,14:30:00,1,4,183,0.3177,0.0093367550250952,0.2857142857142857,11.91
0,1,4,15:00:00,1,3,162,0.2808,0.0072289156626506,0.21428571428571427,11.7
0,1,4,15:30:00,0,2,152,0.2629,0.0047034063778612,0.14285714285714285,11.44
0,1,4,16:00:00,1,3,168,0.2912,0.0073349633251833,0.21428571428571427,11.74
0,1,4,16:30:00,0,1,112,0.1941,0.0021510250906668,0.07142857142857142,11.12
0,1,5,08:00:00,0,1,53,0.0919,0.0019083969465648,0.07142857142857142,11.0
0,1,5,08:30:00,0,1,31,0.0537,0.0018332790512613,0.07142857142857142,10.87
0,1,5,09:00:00,0,2,59,0.1023,0.0038610038610038,0.14285714285714285,11.11
0,1,5,09:30:00,1,2,84,0.1456,0.0040567951318458,0.14285714285714285,11.39
0,1,5,10:00:00,0,3,160,0.2773,0.0071942446043165,0.21428571428571427,11.8
0,1,5,10:30:00,0,3,168,0.2903,0.007326542539868,0.21428571428571427,11.85
0,1,5,11:00:00,1,5,235,0.4079,0.0137009476505525,0.35714285714285715,12.54
0,1,5,12:00:00,2,6,304,0.526,0.0235902104643067,0.42857142857142855,13.43
0,1,5,12:30:00,2,8,367,0.636,0.0397607667351841,0.5714285714285714,13.99
0,1,5,13:00:00,2,6,334,0.5797,0.0267799435316528,0.42857142857142855,13.63
0,1,5,13:30:00,2,7,448,0.777,0.0633888970009371,0.5,14.47
0,1,5,14:00:00,1,5,382,0.6629,0.0246021628517982,0.35714285714285715,13.72
0,1,5,15:00:00,1,4,470,0.815,0.0725719071365815,0.2857142857142857,14.3
0,1,5,15:30:00,0,3,428,0.7418,0.0201342281879194,0.21428571428571427,13.72
0,1,5,16:30:00,0,2,393,0.6811,0.0108695652173913,0.14285714285714285,13.41
0,1,6,08:00:00,0,1,22,0.0381,0.0018018018018018,0.07142857142857142,10.81
0,1,6,08:30:00,0,2,37,0.0638,0.0030104199291474,0.14285714285714285,10.97
0,1,6,09:00:00,0,2,45,0.078,0.0037593984962406,0.14285714285714285,11.03
0,1,6,09:30:00,0,2,34,0.0589,0.0036844908718943,0.14285714285714285,10.96
0,1,6,10:30:00,1,3,56,0.0971,0.0057581573896353,0.21428571428571427,11.29
0,1,6,11:00:00,1,5,56,0.0971,0.0095969289827255,0.35714285714285715,11.44
0,1,6,11:30:00,1,6,115,0.1993,0.0130113967067835,0.42857142857142855,11.87
0,1,6,12:00:00,2,9,165,0.286,0.0218446601941747,0.6428571428571429,12.78
0,1,6,12:30:00,2,10,130,0.2244,0.0213542292743518,0.7142857142857143,12.63
0,1,6,13:00:00,2,9,215,0.3726,0.0248618784530386,0.6428571428571429,13.1
0,1,6,13:30:00,2,9,198,0.344,0.02378508588186,0.6428571428571429,12.99
0,1,6,14:00:00,2,7,170,0.2946,0.0171990171990172,0.5,12.67
0,1,6,14:30:00,2,6,312,0.5407,0.0248355474379646,0.42857142857142855,13.48
0,1,6,15:00:00,1,4,224,0.3891,0.0105889724310776,0.2857142857142857,12.65
0,1,6,15:30:00,0,3,186,0.3232,0.0076825717433502,0.21428571428571427,12.22
0,1,6,16:00:00,0,3,285,0.4939,0.0102739726027397,0.21428571428571427,12.82
0,2,0,08:00:00,0,1,32,0.0551,0.0018356306818498,0.07142857142857142,10.49
0,2,0,08:30:00,0,1,32,0.0555,0.0018362676874637,0.07142857142857142,10.49
0,2,0,09:00:00,0,1,47,0.0808,0.0025827252791682,0.07142857142857142,10.58
0,2,0,09:30:00,0,2,56,0.0962,0.0032195860382514,0.14285714285714285,10.71
0,2,0,10:00:00,0,2,88,0.1532,0.0045310617282046,0.14285714285714285,10.91
0,2,0,10:30:00,0,3,105,0.182,0.0060474402587567,0.21428571428571427,11.08
0,2,0,11:00:00,1,4,138,0.24,0.0097119612461831,0.2857142857142857,11.49
0,2,0,11:30:00,1,5,147,0.255,0.0122498786193168,0.35714285714285715,11.62
0,2,0,12:00:00,2,6,168,0.2912,0.014534691417016,0.42857142857142855,12.2
0,2,0,12:30:00,2,6,171,0.2967,0.0158620207910812,0.42857142857142855,12.22
0,2,0,13:00:00,2,7,183,0.3174,0.0169863809210265,0.5,12.37
0,2,0,13:30:00,2,6,211,0.366,0.0154289755542087,0.42857142857142855,12.47
0,2,0,14:00:00,1,4,185,0.3212,0.0107529058777173,0.2857142857142857,12.03
0,2,0,14:30:00,1,4,181,0.3141,0.0100490806051237,0.2857142857142857,12.01
0,2,0,15:00:00,1,3,164,0.2834,0.0079374110927129,0.21428571428571427,11.83
0,2,0,15:30:00,0,2,143,0.2475,0.0051017733356263,0.14285714285714285,11.5
0,2,0,16:00:00,0,2,134,0.2317,0.0042826869191849,0.14285714285714285,11.44
0,2,0,16:30:00,0,1,100,0.1733,0.0026461307083776,0.07142857142857142,11.16
0,2,1,08:00:00,0,1,35,0.0612,0.0018478505717897,0.07142857142857142,10.51
0,2,1,08:30:00,0,1,51,0.0884,0.002178801318861,0.07142857142857142,10.61
0,2,1,09:00:00,0,2,67,0.1157,0.0029561474836019,0.14285714285714285,10.78
0,2,1,09:30:00,0,2,86,0.1494,0.0032817752197102,0.14285714285714285,10.9
0,2,1,10:00:00,0,2,114,0.1971,0.0043354863871519,0.14285714285714285,11.07
0,2,1,10:30:00,0,3,162,0.28,0.0065199474697067,0.21428571428571427,11.43
0,2,1,11:00:00,1,4,194,0.3365,0.0109018537557641,0.2857142857142857,11.84
0,2,1,11:30:00,1,5,217,0.3754,0.0149589247220845,0.35714285714285715,12.05
0,2,1,12:00:00,2,6,227,0.3937,0.0185747614808004,0.42857142857142855,12.57
0,2,1,12:30:00,2,7,237,0.411,0.0214141287483939,0.5,12.71
0,2,1,13:00:00,2,7,243,0.4217,0.0215176975036179,0.5,12.74
0,2,1,13:30:00,2,6,249,0.4318,0.0193547701322143,0.42857142857142855,12.71
0,2,1,14:00:00,1,4,230,0.3986,0.0126760554103218,0.2857142857142857,12.31
0,2,1,14:30:00,1,3,180,0.3125,0.0075669064925389,0.21428571428571427,11.93
0,2,1,15:00:00,0,3,170,0.2946,0.0065527482930757,0.21428571428571427,11.73
0,2,1,15:30:00,0,2,156,0.2695,0.0047477574132087,0.14285714285714285,11.57
0,2,1,16:00:00,0,2,133,0.2305,0.003923810372361,0.14285714285714285,11.43
0,2,1,16:30:00,0,2,130,0.2257,0.0037997378122106,0.14285714285714285,11.42
0,2,2,08:00:00,0,1,30,0.0529,0.0024565329147364,0.07142857142857142,10.49
0,2,2,08:30:00,0,1,41,0.0713,0.0023408841499731,0.07142857142857142,10.55
0,2,2,09:00:00,0,2,46,0.0806,0.0028414871346784,0.14285714285714285,10.65
0,2,2,09:30:00,1,2,67,0.1154,0.0036399136925523,0.14285714285714285,10.91
0,2,2,10:00:00,0,2,95,0.1639,0.0048450920296295,0.14285714285714285,10.95
0,2,2,10:30:00,0,3,113,0.1956,0.0064655103826194,0.21428571428571427,11.13
0,2,2,11:00:00,1,3,145,0.2506,0.0078420622898155,0.21428571428571427,11.46
0,2,2,11:30:00,1,4,160,0.2764,0.0098936502014484,0.2857142857142857,11.62
0,2,2,12:00:00,2,6,176,0.3043,0.0145895917503809,0.42857142857142855,12.25
0,2,2,12:30:00,2,7,175,0.3028,0.0167256111079208,0.5,12.31
0,2,2,13:00:00,2,6,176,0.305,0.0154078762217245,0.42857142857142855,12.25
0,2,2,13:30:00,2,6,195,0.3385,0.0150394110973052,0.42857142857142855,12.37
0,2,2,14:00:00,1,4,187,0.3236,0.0111002872380399,0.2857142857142857,12.04
0,2,2,14:30:00,1,4,175,0.3026,0.0088156652900881,0.2857142857142857,11.96
0,2,2,15:00:00,1,3,159,0.2758,0.0080389318115439,0.21428571428571427,11.8
0,2,2,15:30:00,0,2,132,0.2293,0.0045123139233036,0.14285714285714285,11.43
0,2,2,16:00:00,0,2,127,0.2197,0.0038712595262685,0.14285714285714285,11.39
0,2,2,16:30:00,0,2,123,0.2129,0.0040787093013277,0.14285714285714285,11.37
0,2,3,08:00:00,0,1,43,0.0738,0.0022585097649643,0.07142857142857142,10.56
0,2,3,08:30:00,0,1,44,0.0757,0.0022904044550108,0.07142857142857142,10.57
0,2,3,09:00:00,0,1,58,0.0999,0.0025651650390327,0.07142857142857142,10.65
0,2,3,09:30:00,0,2,71,0.1228,0.0033091652660371,0.14285714285714285,10.8
0,2,3,10:00:00,0,2,114,0.1971,0.0054335430966014,0.14285714285714285,11.07
0,2,3,10:30:00,0,3,141,0.2439,0.0059519906219259,0.21428571428571427,11.3
0,2,3,11:00:00,1,5,172,0.2975,0.0119552547739448,0.35714285714285715,11.77
0,2,3,11:30:00,1,5,194,0.3354,0.0121688910184443,0.35714285714285715,11.9
0,2,3,12:00:00,1,5,207,0.3593,0.0143780503753148,0.35714285714285715,12.24
0,2,3,12:30:00,2,7,212,0.367,0.0198747521394784,0.5,12.55
0,2,3,13:00:00,2,6,218,0.3774,0.0170319731719449,0.42857142857142855,12.51
0,2,3,13:30:00,2,7,219,0.379,0.0196350179212105,0.5,12.59
0,2,3,14:00:00,1,5,210,0.364,0.013044226255839,0.35714285714285715,12.26
0,2,3,14:30:00,1,4,186,0.3231,0.0102289477269044,0.2857142857142857,12.04
0,2,3,15:00:00,1,3,159,0.2759,0.0067792709259369,0.21428571428571427,11.8
0,2,3,15:30:00,0,2,172,0.2985,0.0058372483327771,0.14285714285714285,11.68
0,2,3,16:00:00,0,2,146,0.2537,0.0044935932028788,0.14285714285714285,11.52
0,2,3,16:30:00,0,2,120,0.2088,0.0041020961989708,0.14285714285714285,11.36
0,2,4,08:00:00,0,1,36,0.0622,0.0023116893153307,0.07142857142857142,10.52
0,2,4,08:30:00,0,1,45,0.0785,0.0024339812174879,0.07142857142857142,10.58
0,2,4,09:00:00,0,1,56,0.0962,0.0025689627764855,0.07142857142857142,10.64
0,2,4,09:30:00,0,2,84,0.1461,0.0032124117996492,0.14285714285714285,10.88
0,2,4,10:00:00,0,2,127,0.2197,0.0050987219974681,0.14285714285714285,11.15
0,2,4,10:30:00,0,3,164,0.2842,0.0067609936566982,0.21428571428571427,11.45
0,2,4,11:00:00,1,4,195,0.3374,0.0120242701844992,0.2857142857142857,11.84
0,2,4,11:30:00,1,4,199,0.3449,0.0115620186071484,0.2857142857142857,11.87
0,2,4,12:00:00,2,6,200,0.3475,0.0164838703555163,0.42857142857142855,12.4
0,2,4,12:30:00,2,7,200,0.347,0.0184024605183918,0.5,12.47
0,2,4,13:00:00,2,6,212,0.367,0.0179280345910859,0.42857142857142855,12.48
0,2,4,13:30:00,2,7,222,0.3846,0.0195929530309353,0.5,12.61
0,2,4,14:00:00,1,4,216,0.3748,0.0115647343953946,0.2857142857142857,12.22
0,2,4,14:30:00,1,4,224,0.388,0.012043387604274,0.2857142857142857,12.27
0,2,4,15:00:00,1,3,202,0.3498,0.0079731450812216,0.21428571428571427,12.06
0,2,4,15:30:00,0,2,220,0.3809,0.0058631078792348,0.14285714285714285,11.97
0,2,4,16:00:00,0,2,159,0.2748,0.004060387913507,0.14285714285714285,11.59
0,2,4,16:30:00,0,2,166,0.2874,0.0049417980906109,0.14285714285714285,11.63
0,2,5,08:00:00,0,1,35,0.06,0.0018600930584541,0.07142857142857142,11.0
0,2,5,08:30:00,0,1,49,0.0842,0.0021705080445334,0.07142857142857142,11.09
0,2,5,09:00:00,0,2,57,0.0988,0.0030292500016655,0.14285714285714285,11.21
0,2,5,09:30:00,0,2,96,0.1664,0.0041594991341522,0.14285714285714285,11.45
0,2,5,10:00:00,0,2,140,0.2419,0.005268237870028,0.14285714285714285,11.72
0,2,5,10:30:00,0,3,171,0.2966,0.0070017427347184,0.21428571428571427,11.98
0,2,5,11:00:00,1,4,213,0.3687,0.0116722578858416,0.2857142857142857,12.44
0,2,5,11:30:00,1,4,254,0.4407,0.0133019122776014,0.2857142857142857,12.7
0,2,5,12:00:00,2,7,297,0.5152,0.0264723771398314,0.5,13.58
0,2,5,12:30:00,2,8,318,0.5503,0.0297203253220647,0.5714285714285714,13.78
0,2,5,13:00:00,2,7,362,0.6282,0.034645249644717,0.5,13.99
0,2,5,13:30:00,2,8,354,0.6132,0.0341046011495278,0.5714285714285714,14.01
0,2,5,14:00:00,1,5,461,0.7993,0.0645352120427555,0.35714285714285715,14.4
0,2,5,14:30:00,1,5,444,0.7695,0.2458116340396192,0.35714285714285715,14.73
0,2,5,15:00:00,1,3,420,0.7272,0.0193972388515298,0.21428571428571427,13.9
0,2,5,15:30:00,0,2,441,0.7647,0.0223997769213143,0.14285714285714285,13.85
0,2,5,16:00:00,0,2,399,0.692,0.0123023614009421,0.14285714285714285,13.57
0,2,5,16:30:00,0,2,396,0.6866,0.0111042721066668,0.14285714285714285,13.54
0,2,6,08:00:00,0,2,32,0.0548,0.0027874163041483,0.14285714285714285,11.05
0,2,6,08:30:00,0,2,17,0.0289,0.0029884802765709,0.14285714285714285,10.96
0,2,6,09:00:00,0,2,41,0.0714,0.0040943116939238,0.14285714285714285,11.11
0,2,6,09:30:00,0,2,30,0.0529,0.0037062198609424,0.14285714285714285,11.05
0,2,6,10:00:00,0,3,40,0.0695,0.005141444043465,0.21428571428571427,11.18
0,2,6,10:30:00,0,3,53,0.0919,0.0057402921374579,0.21428571428571427,11.26
0,2,6,11:00:00,1,5,88,0.1529,0.0102538940862789,0.35714285714285715,11.75
0,2,6,11:30:00,1,6,120,0.2083,0.0135465126356251,0.42857142857142855,12.02
0,2,6,12:00:00,2,8,135,0.2336,0.0178545475608728,0.5714285714285714,12.63
0,2,6,12:30:00,2,9,190,0.3287,0.024304167554987,0.6428571428571429,13.05
0,2,6,13:00:00,2,8,202,0.351,0.0231433782721766,0.5714285714285714,13.06
0,2,6,13:30:00,2,9,222,0.3843,0.0253777727379846,0.6428571428571429,13.25
0,2,6,14:00:00,1,6,264,0.4583,0.0191917741100147,0.42857142857142855,13.16
0,2,6,14:30:00,1,6,234,0.4062,0.0166047989116728,0.42857142857142855,12.97
