TimeStamp,SystemCodeNumber,VehicleType,TrafficConditionNearby,IsSpecialDay,TimeCategory,Occupancy,Utilization,QueueLength,QueuePressure
2016-10-04 10:30:00,9,2,0,0,0,3035,0.7816121555498327,5,0.0058789116997760476
2016-10-04 10:30:00,13,2,0,0,0,1324,0.6895833333333333,4,0.0066889881507966095
2016-10-04 10:30:00,3,2,1,0,0,530,0.7714701601164483,5,0.031350529884076016
2016-10-04 10:30:00,5,2,0,0,0,351,0.7237113402061855,3,0.022141125877213546
2016-10-04 10:30:00,1,2,0,0,0,264,0.6821705426356589,3,0.024097551579060503
2016-10-04 11:00:00,13,2,1,0,1,1387,0.7223958333333333,5,0.009337135995939876
2016-10-04 11:00:00,4,2,1,0,1,729,0.6075,4,0.008456710018223462
2016-10-04 11:00:00,10,1,2,0,1,1354,0.4610146407899217,7,0.004412235333265062
2016-10-04 11:00:00,12,2,1,0,1,1210,0.38994521430873347,5,0.002637827960550325
2016-10-04 11:00:00,9,2,1,0,1,3169,0.816121555498326,6,0.008368249670516607
2016-10-04 11:00:00,3,2,1,0,1,573,0.834061135371179,4,0.034486176071169286
2016-10-04 11:00:00,6,1,1,0,1,675,0.9782608695652174,4,0.23638877806423053
2016-10-04 11:00:00,5,2,2,0,1,371,0.7649484536082474,6,0.05129329438755053
2016-10-04 11:00:00,11,2,1,0,1,791,0.5983358547655068,4,0.007504725654067714
2016-10-04 11:00:00,0,3,2,0,1,219,0.37954939341421146,6,0.016620881236040354
2016-10-04 11:00:00,1,2,1,0,1,308,0.7958656330749354,4,0.049392755329576425
2016-10-04 11:00:00,8,3,1,0,1,574,0.20478059222261863,4,0.00179291845428902
2016-10-04 11:00:00,2,0,2,0,1,458,0.9744680851063829,6,0.4054651081081639
2016-10-04 11:00:00,7,1,1,0,1,1364,0.6789447486311598,5,0.007722046093910306
2016-10-04 11:30:00,13,3,1,0,1,1428,0.74375,6,0.012121360532344812
2016-10-04 11:30:00,4,2,1,0,1,765,0.6375,5,0.011428695823622752
2016-10-04 11:30:00,0,2,1,0,1,247,0.42807625649913345,5,0.015037877364540512
2016-10-04 11:30:00,11,3,1,0,1,820,0.6202723146747352,5,0.009910883899453967
2016-10-04 11:30:00,10,1,1,0,1,1369,0.46612189308818525,6,0.003819228066995379
2016-10-04 11:30:00,7,1,1,0,1,1424,0.7088103534096566,6,0.010204170174241706
2016-10-04 11:30:00,2,2,1,0,1,464,0.9872340425531915,5,0.6061358035703149
2016-10-04 11:30:00,12,3,2,0,1,1241,0.3999355462455688,9,0.004821868437077236
2016-10-04 11:30:00,9,3,1,0,1,3221,0.829513262941025,7,0.01051850419122024
2016-10-04 11:30:00,3,1,1,0,1,604,0.8791848617176128,5,0.05849620668160854
2016-10-04 11:30:00,8,3,1,0,1,588,0.2097752408134142,5,0.0022547923870891162
2016-10-04 11:30:00,1,1,1,0,1,324,0.8372093023255814,5,0.07637297878457404
2016-10-04 11:30:00,5,3,2,0,1,373,0.7690721649484537,7,0.060624621816434854
2016-10-04 11:30:00,6,2,1,0,1,672,0.9739130434782609,6,0.2876820724517813
2016-10-04 12:00:00,12,1,1,0,1,1288,0.41508217853689977,6,0.003300333028656799
2016-10-04 12:00:00,9,1,1,0,1,3248,0.836466649497811,7,0.010963304797269528
2016-10-04 12:00:00,0,0,1,0,1,259,0.4488734835355286,5,0.015600940442479705
2016-10-04 12:00:00,10,2,1,0,1,1390,0.47327204630575415,6,0.0038709725756209483
2016-10-04 12:00:00,8,2,1,0,1,605,0.21584017124509455,5,0.002272211838776451
2016-10-04 12:00:00,1,2,1,0,1,332,0.8578811369509044,5,0.08701137698962977
2016-10-04 12:00:00,7,1,1,0,1,1470,0.7317073170731707,6,0.01107022375424692
2016-10-04 12:00:00,11,2,2,0,1,836,0.632375189107413,8,0.01632689328742874
2016-10-04 12:00:00,6,2,2,0,1,677,0.981159420289855,7,0.43078291609245356
2016-10-04 12:00:00,13,2,1,0,1,1447,0.7536458333333333,6,0.012605208918982267
2016-10-04 12:00:00,5,2,2,0,1,381,0.7855670103092783,7,0.06513930217096146
2016-10-04 12:00:00,4,2,1,0,1,771,0.6425,6,0.01388911216066712
2016-10-04 12:00:00,3,1,1,0,1,634,0.9228529839883551,5,0.09015109699429746
2016-10-04 12:00:00,2,1,1,0,1,460,0.9787234042553191,5,0.4054651081081639
2016-10-04 12:30:00,13,0,2,0,1,1460,0.7604166666666666,10,0.021506205220963585
2016-10-04 12:30:00,9,2,2,0,1,3251,0.8372392480041205,11,0.017255330090761963
2016-10-04 12:30:00,0,1,2,0,1,266,0.4610051993067591,8,0.025398190605610438
2016-10-04 12:30:00,10,2,2,0,1,1397,0.4756554307116105,10,0.006472514505617463
2016-10-04 12:30:00,4,0,2,0,1,779,0.6491666666666667,9,0.021152375005226688
2016-10-04 12:30:00,7,2,2,0,1,1484,0.7386759581881533,10,0.01886848430438281
2016-10-04 12:30:00,2,2,2,0,1,464,0.9872340425531915,8,0.8472978603872027
2016-10-04 12:30:00,8,2,2,0,1,604,0.21548341063146628,9,0.004084416842224746
2016-10-04 12:30:00,6,2,2,0,1,683,0.9898550724637681,9,0.8266785731844691
2016-10-04 12:30:00,1,2,2,0,1,334,0.8630490956072352,8,0.14058195062118947
2016-10-04 12:30:00,3,1,2,0,1,648,0.9432314410480349,9,0.20763936477824443
2016-10-04 12:30:00,12,3,2,0,1,1297,0.41798259748630356,10,0.005521825184307874
2016-10-04 12:30:00,11,2,2,0,1,836,0.632375189107413,9,0.018349138668196534
2016-10-04 12:30:00,5,2,1,0,1,379,0.7814432989690722,6,0.0550597771830274
2016-10-04 13:00:00,13,2,2,0,1,1448,0.7541666666666667,9,0.0188882845202058
2016-10-04 13:00:00,11,2,2,0,1,810,0.6127080181543116,8,0.015504186535965254
2016-10-04 13:00:00,9,2,2,0,1,3232,0.8323461241308266,10,0.01524419764311704
2016-10-04 13:00:00,0,2,2,0,1,269,0.4662045060658579,7,0.0224728558520586
2016-10-04 13:00:00,5,1,2,0,1,374,0.7711340206185567,8,0.06959329179919527
2016-10-04 13:00:00,12,1,2,0,1,1288,0.41508217853689977,9,0.004946423935325545
2016-10-04 13:00:00,6,1,2,0,1,660,0.9565217391304348,8,0.23638877806423053
2016-10-04 13:00:00,1,2,2,0,1,333,0.8604651162790697,7,0.12188981760903686
2016-10-04 13:00:00,7,1,2,0,1,1461,0.7272274763563962,8,0.01449300730256684
2016-10-04 13:00:00,2,2,2,0,1,458,0.9744680851063829,8,0.5108256237659901
2016-10-04 13:00:00,3,3,1,0,1,651,0.9475982532751092,6,0.15415067982725825
2016-10-04 13:00:00,10,2,2,0,1,1367,0.4654409261150834,9,0.005716115913288349
2016-10-04 13:00:00,4,3,2,0,1,773,0.6441666666666667,7,0.016260520871780308
2016-10-04 13:00:00,8,2,2,0,1,596,0.21262932572244025,8,0.003618276222499613
2016-10-04 13:30:00,3,2,2,0,1,648,0.9432314410480349,8,0.1865859555804121
2016-10-04 13:30:00,5,1,2,0,1,375,0.7731958762886598,7,0.0616935690053399
2016-10-04 13:30:00,0,2,2,0,1,263,0.4558058925476603,7,0.022048137221762493
2016-10-04 13:30:00,4,2,1,0,1,758,0.6316666666666667,6,0.013483350337287038
2016-10-04 13:30:00,8,2,2,0,1,581,0.20727791651801641,7,0.003145363186293552
2016-10-04 13:30:00,1,2,2,0,1,331,0.8552971576227391,7,0.11778303565638348
2016-10-04 13:30:00,13,0,2,0,1,1432,0.7458333333333333,9,0.01827462024348155
2016-10-04 13:30:00,2,2,2,0,1,450,0.9574468085106383,8,0.3364722366212133
2016-10-04 13:30:00,9,1,2,0,1,3184,0.8199845480298739,10,0.014204784298317247
2016-10-04 13:30:00,11,3,2,0,1,811,0.613464447806354,8,0.015534292962184204
2016-10-04 13:30:00,7,2,2,0,1,1459,0.726231956197113,8,0.014440684154794336
2016-10-04 13:30:00,6,0,2,0,1,648,0.9391304347826087,8,0.17435338714477783
2016-10-04 13:30:00,10,2,2,0,1,1360,0.4630575417092271,9,0.005690815231754911
2016-10-04 13:30:00,12,0,2,0,1,1273,0.4102481469545601,8,0.004362057080165733
2016-10-04 14:00:00,8,2,1,0,2,576,0.20549411344987514,4,0.0017945271751648884
2016-10-04 14:00:00,11,3,1,0,2,815,0.6164901664145235,4,0.00785858661252127
2016-10-04 14:00:00,4,2,1,0,2,757,0.6308333333333334,5,0.011223462369849523
2016-10-04 14:00:00,10,2,1,0,2,1352,0.4603336738168199,5,0.003149608902896221
2016-10-04 14:00:00,5,2,1,0,2,381,0.7855670103092783,5,0.04695698308777103
2016-10-04 14:00:00,12,2,1,0,2,1262,0.40670319046084435,5,0.002712233829719611
2016-10-04 14:00:00,9,3,1,0,2,3145,0.8099407674478496,5,0.00675222011728667
2016-10-04 14:00:00,0,2,2,0,2,238,0.4124783362218371,5,0.014641549992948096
2016-10-04 14:00:00,6,2,2,0,2,639,0.9260869565217391,6,0.11122563511022435
2016-10-04 14:00:00,13,2,1,0,2,1430,0.7447916666666666,5,0.010152371464018005
2016-10-04 14:00:00,7,2,1,0,2,1452,0.7227476356396217,5,0.008936609966407055
2016-10-04 14:00:00,1,2,1,0,2,332,0.8578811369509044,4,0.07020425867324853
2016-10-04 14:00:00,3,2,2,0,2,637,0.9272197962154294,6,0.11332868530700314
2016-10-04 14:00:00,2,2,1,0,2,446,0.948936170212766,4,0.1541506798272584
2016-10-04 14:30:00,3,3,1,0,2,627,0.9126637554585153,4,0.06453852113757119
2016-10-04 14:30:00,9,1,1,0,2,3113,0.8016997167138811,5,0.006472514505617464
2016-10-04 14:30:00,10,2,1,0,2,1318,0.44875723527408923,5,0.0030835670439881306
2016-10-04 14:30:00,13,2,1,0,2,1429,0.7442708333333333,4,0.008113634774169723
2016-10-04 14:30:00,1,2,1,0,2,322,0.8320413436692506,3,0.045120435280469585
2016-10-04 14:30:00,0,3,1,0,2,215,0.37261698440207974,3,0.008253141756720447
2016-10-04 14:30:00,8,2,1,0,2,560,0.19978594363182306,4,0.001781737665120852
2016-10-04 14:30:00,2,1,1,0,2,433,0.9212765957446809,4,0.10265415406008344
2016-10-04 14:30:00,7,1,2,0,2,1420,0.7068193130910901,7,0.011814483413763057
2016-10-04 14:30:00,6,2,1,0,2,621,0.9,4,0.05635293655113176
2016-10-04 14:30:00,12,2,1,0,2,1238,0.39896873992910087,5,0.0026773777707163925
2016-10-04 14:30:00,11,1,1,0,2,793,0.5998487140695915,4,0.007532992307545159
2016-10-04 14:30:00,5,2,1,0,2,373,0.7690721649484537,4,0.0350913198112701
2016-10-04 14:30:00,4,2,1,0,2,760,0.6333333333333333,4,0.009049835519917908
2016-10-04 15:00:00,1,3,1,0,2,307,0.7932816537467701,4,0.04879016416943201
2016-10-04 15:00:00,3,0,1,0,2,593,0.8631732168850073,4,0.04167269640056801
2016-10-04 15:00:00,9,2,1,0,2,3011,0.7754313674993562,6,0.0068571697261370305
2016-10-04 15:00:00,5,1,1,0,2,354,0.7298969072164948,4,0.030077455237277898
2016-10-04 15:00:00,13,2,1,0,2,1381,0.7192708333333333,5,0.009233675946945474
2016-10-04 15:00:00,8,1,1,0,2,529,0.18872636460934714,4,0.0017574696966461008
2016-10-04 15:00:00,2,2,1,0,2,426,0.9063829787234042,4,0.08701137698962974
2016-10-04 15:00:00,7,2,1,0,2,1346,0.6699850671976108,4,0.006015055729761211
2016-10-04 15:00:00,12,2,1,0,2,1169,0.37673219465033836,5,0.0025819792294121697
2016-10-04 15:00:00,6,2,1,0,2,606,0.8782608695652174,5,0.05781957088882624
2016-10-04 15:00:00,11,0,1,0,2,753,0.5695915279878971,4,0.007005282588408643
2016-10-04 15:00:00,4,2,1,0,2,727,0.6058333333333333,4,0.00842110239640825
2016-10-04 15:00:00,10,1,2,0,2,1267,0.4313925774599932,7,0.0041828564124080595
2016-10-04 15:00:00,0,1,1,0,2,192,0.3327556325823224,3,0.007762005335489218
2016-10-04 15:30:00,6,2,0,0,2,581,0.8420289855072464,2,0.018182319083190433
2016-10-04 15:30:00,1,2,0,0,2,294,0.7596899224806202,2,0.0212773984472849
2016-10-04 15:30:00,13,2,0,0,2,1300,0.6770833333333334,3,0.004827040748315905
2016-10-04 15:30:00,7,1,0,0,2,1288,0.6411149825783972,3,0.004152255100767289
2016-10-04 15:30:00,12,2,0,0,2,1127,0.3631969062197873,3,0.0015170672947526027
2016-10-04 15:30:00,11,2,0,0,2,716,0.5416036308623298,2,0.0032948958968525553
2016-10-04 15:30:00,2,2,0,0,2,411,0.874468085106383,3,0.0495969411393721
2016-10-04 15:30:00,5,2,0,0,2,338,0.6969072164948453,3,0.02020270731751944
2016-10-04 15:30:00,3,2,1,0,2,572,0.8326055312954876,3,0.025752496102414698
2016-10-04 15:30:00,0,2,0,0,2,165,0.28596187175043325,2,0.004842624475787993
2016-10-04 15:30:00,10,2,1,0,2,1213,0.41300646918624445,4,0.0023174981403625244
2016-10-04 15:30:00,4,2,0,0,2,678,0.565,3,0.005730674708985025
2016-10-04 15:30:00,8,2,0,0,2,511,0.18230467356403854,2,0.0008722198546858166
2016-10-04 15:30:00,9,2,0,0,2,2839,0.731135719804275,4,0.0038240964384034432
2016-10-04 16:00:00,6,2,0,0,2,534,0.7739130434782608,2,0.012739025777429755
2016-10-04 16:00:00,5,2,0,0,2,317,0.6536082474226804,2,0.01183445764700284
2016-10-04 16:00:00,1,2,0,0,2,270,0.6976744186046512,1,0.008510689667908642
2016-10-04 16:00:00,10,3,1,0,2,1121,0.38168198842356144,3,0.00165061935688365
2016-10-04 16:00:00,11,1,0,0,2,664,0.5022692889561271,2,0.003034903695154028
2016-10-04 16:00:00,4,1,0,0,2,648,0.54,3,0.005420067469339199
2016-10-04 16:00:00,3,2,0,0,2,511,0.7438136826783115,3,0.016901810802603213
2016-10-04 16:00:00,8,2,1,0,2,461,0.16446664288262575,3,0.0012801367227170883
2016-10-04 16:00:00,0,1,0,0,2,162,0.2807625649913345,1,0.002406740030564985
2016-10-04 16:00:00,2,1,0,0,2,376,0.8,3,0.03141619623337893
2016-10-04 16:00:00,12,2,0,0,2,1019,0.32839187882694165,3,0.001438504203943212
2016-10-04 16:00:00,13,2,0,0,2,1218,0.634375,3,0.004264398786457534
2016-10-04 16:00:00,7,0,0,0,2,1175,0.584868093578895,3,0.003590668130728563
2016-10-04 16:00:00,9,1,0,0,2,2656,0.6840072109193922,2,0.001628664855123384
2016-10-04 16:30:00,0,2,1,0,2,143,0.24783362218370883,2,0.004597709248629458
2016-10-04 16:30:00,11,3,0,0,2,618,0.46747352496217853,2,0.0028368813351996765
2016-10-04 16:30:00,10,2,0,0,2,1015,0.3455907388491658,2,0.001040041695413998
2016-10-04 16:30:00,12,1,0,0,2,936,0.30164357073799547,2,0.0009225092905153271
2016-10-04 16:30:00,7,2,0,0,2,1089,0.5420607267297163,2,0.002171553513507834
2016-10-04 16:30:00,9,2,0,0,2,2359,0.6075199587947463,3,0.0019665689720408503
2016-10-04 16:30:00,13,3,0,0,2,1075,0.5598958333333334,2,0.002364067294880547
2016-10-04 16:30:00,1,2,0,0,2,245,0.6330749354005168,2,0.013986241974739891
2016-10-04 16:30:00,8,3,0,0,2,406,0.1448448091330717,2,0.000834028405310215
2016-10-04 16:30:00,6,0,1,0,2,466,0.6753623188405797,2,0.008888947417246027
2016-10-04 16:30:00,3,2,0,0,2,471,0.6855895196506551,2,0.009216655104924008
2016-10-04 16:30:00,2,2,0,0,2,325,0.6914893617021277,2,0.013698844358161903
2016-10-04 16:30:00,5,2,0,0,2,304,0.6268041237113402,2,0.010989121575595192
2016-10-04 16:30:00,4,0,1,0,2,565,0.4708333333333333,2,0.0031446566794716985
2016-10-05 08:00:00,3,1,0,0,0,282,0.4104803493449782,2,0.004926118336055849
2016-10-05 08:00:00,11,2,0,0,0,453,0.3426626323751891,2,0.0022988515871107573
2016-10-05 08:00:00,8,1,0,0,0,246,0.08776311095255084,2,0.00078186086860219
2016-10-05 08:00:00,7,1,0,0,0,735,0.36585365853658536,2,0.0015686277726265345
2016-10-05 08:00:00,13,2,0,0,0,602,0.31354166666666666,2,0.0015163005179640097
2016-10-05 08:00:00,0,2,0,0,0,54,0.09358752166377816,1,0.001910220256119262
2016-10-05 08:00:00,9,2,0,0,0,1104,0.28431625032191604,3,0.0010789427408845005
2016-10-05 08:00:00,12,1,0,0,0,650,0.20947470190138576,2,0.0008149959701316506
2016-10-05 08:00:00,1,2,0,0,0,146,0.3772609819121447,2,0.00826450984989346
2016-10-05 08:00:00,5,2,0,0,0,268,0.5525773195876289,2,0.009174376276041271
2016-10-05 08:00:00,2,2,0,0,0,127,0.2702127659574468,1,0.0029112102074584363
2016-10-05 08:00:00,10,2,0,0,0,594,0.20224719101123595,2,0.0008532423725840827
2016-10-05 08:00:00,4,2,1,0,0,229,0.19083333333333333,2,0.002057613894680151
2016-10-05 08:00:00,6,2,0,0,0,180,0.2608695652173913,2,0.0039138993211363295
2016-10-05 08:30:00,11,2,0,0,0,487,0.36838124054462934,2,0.0023923456386198386
2016-10-05 08:30:00,4,0,0,0,0,333,0.2775,2,0.002304148484850187
2016-10-05 08:30:00,6,2,0,0,0,294,0.4260869565217391,2,0.00503779402995716
2016-10-05 08:30:00,0,2,1,0,0,59,0.1022530329289428,1,0.0019286409064055794
2016-10-05 08:30:00,9,2,0,0,0,1599,0.41179500386299256,2,0.0008752735788551296
2016-10-05 08:30:00,1,2,0,0,0,169,0.43669250645994834,2,0.009132483563272528
2016-10-05 08:30:00,13,1,0,0,0,779,0.40572916666666664,2,0.0017513139327350168
2016-10-05 08:30:00,7,2,0,0,0,817,0.4066699850671976,2,0.0016764463272523266
2016-10-05 08:30:00,8,2,0,0,0,326,0.11630396004281128,2,0.0008071025458309464
2016-10-05 08:30:00,12,2,0,0,0,760,0.24492426683854335,2,0.0008532423725840827
2016-10-05 08:30:00,5,2,0,0,0,273,0.5628865979381443,1,0.004705891037412659
2016-10-05 08:30:00,2,3,0,0,0,201,0.4276595744680851,2,0.007407441277861793
2016-10-05 08:30:00,10,3,0,0,0,736,0.25059584610146407,2,0.0009082652758814562
2016-10-05 08:30:00,3,2,0,0,0,330,0.48034934497816595,2,0.005586606708639796
2016-10-05 09:00:00,12,2,1,0,0,896,0.2887528198517564,4,0.0018107746007098953
2016-10-05 09:00:00,8,2,0,0,0,419,0.14948269711023904,2,0.0008385744726210438
2016-10-05 09:00:00,6,2,0,0,0,424,0.6144927536231884,2,0.007490671729157605
2016-10-05 09:00:00,5,2,0,0,0,293,0.6041237113402061,2,0.010362787035546581
2016-10-05 09:00:00,7,2,0,0,0,949,0.4723743155798905,2,0.0018850146957713153
2016-10-05 09:00:00,3,0,1,0,0,395,0.5749636098981077,3,0.010221554071538077
2016-10-05 09:00:00,9,2,0,0,0,2142,0.5516353335050219,3,0.001721664700735896
2016-10-05 09:00:00,11,1,0,0,0,554,0.41906202723146746,2,0.002600781700057366
2016-10-05 09:00:00,10,0,0,0,0,928,0.3159686755192373,3,0.0014921664046954111
2016-10-05 09:00:00,4,1,0,0,0,470,0.39166666666666666,2,0.0027359798188747457
2016-10-05 09:00:00,13,2,1,0,0,975,0.5078125,4,0.004223871116185112
2016-10-05 09:00:00,1,1,0,0,0,211,0.5452196382428941,2,0.011299555253933368
2016-10-05 09:00:00,0,2,0,0,0,71,0.12305025996533796,2,0.003944778291016348
2016-10-05 09:00:00,2,2,0,0,0,283,0.6021276595744681,2,0.010638398205055756
2016-10-05 09:30:00,5,2,0,0,0,317,0.6536082474226804,2,0.01183445764700284
2016-10-05 09:30:00,7,2,1,0,0,1090,0.5425584868093579,3,0.0032591012009067786
2016-10-05 09:30:00,13,2,0,0,0,1138,0.5927083333333333,3,0.0038289772370973508
2016-10-05 09:30:00,1,1,0,0,0,256,0.661498708010336,3,0.022642476749759825
2016-10-05 09:30:00,10,2,1,0,0,1083,0.3687436159346272,4,0.0021551732479833633
2016-10-05 09:30:00,9,2,0,0,0,2552,0.6572237960339944,3,0.0022514080804573954
2016-10-05 09:30:00,2,0,0,0,0,347,0.7382978723404255,2,0.01612938192988363
2016-10-05 09:30:00,0,2,1,0,0,83,0.1438474870017331,2,0.004040409537004979
2016-10-05 09:30:00,3,2,0,0,0,464,0.6754002911208151,2,0.008928630744301372
2016-10-05 09:30:00,12,2,0,0,0,1003,0.323235578472446,3,0.0014275519911854174
2016-10-05 09:30:00,4,2,0,0,0,584,0.4866666666666667,3,0.004858309151076324
2016-10-05 09:30:00,11,2,0,0,0,626,0.4735249621785174,3,0.00430108189939061
